Transaction ID,Transaction Date,Transaction Time,Transaction Quantity,Store ID,Store Location,Product ID,Unit Price,Product Category,Product Type,Product Detail,Year,Month,Day,Transaction Hour
10594,2023-01-19,10:27:17,1,3,Astoria,70,3.25,Bakery,Scone,Cranberry Scone,2023,January,Thursday,10
10595,2023-01-19,10:27:34,2,3,Astoria,32,3.0,Coffee,Gourmet brewed coffee,Ethiopia Rg,2023,January,Thursday,10
10596,2023-01-19,10:27:34,1,3,Astoria,76,3.5,Bakery,Biscotti,Chocolate Chip Biscotti,2023,January,Thursday,10
10597,2023-01-19,10:30:23,1,5,Lower Manhattan,41,4.25,Coffee,Barista Espresso,Cappuccino Lg,2023,January,Thursday,10
10598,2023-01-19,10:30:23,2,5,Lower Manhattan,84,0.8,Flavours,Regular syrup,Chocolate syrup,2023,January,Thursday,10
10599,2023-01-19,10:30:31,2,8,Hell's Kitchen,22,2.0,Coffee,Drip coffee,Our Old Time Diner Blend Sm,2023,January,Thursday,10
10600,2023-01-19,10:30:31,1,8,Hell's Kitchen,15,9.25,Loose Tea,Green tea,Serenity Green Tea,2023,January,Thursday,10
10601,2023-01-19,10:30:51,2,3,Astoria,54,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg,2023,January,Thursday,10
10602,2023-01-19,10:31:46,2,3,Astoria,39,4.25,Coffee,Barista Espresso,Latte Rg,2023,January,Thursday,10
10603,2023-01-19,10:31:46,1,3,Astoria,84,0.8,Flavours,Regular syrup,Chocolate syrup,2023,January,Thursday,10
10604,2023-01-19,10:31:46,1,3,Astoria,75,3.5,Bakery,Pastry,Croissant,2023,January,Thursday,10
10605,2023-01-19,10:32:29,2,5,Lower Manhattan,31,2.2,Coffee,Gourmet brewed coffee,Ethiopia Sm,2023,January,Thursday,10
10606,2023-01-19,10:32:29,1,5,Lower Manhattan,72,3.25,Bakery,Scone,Ginger Scone,2023,January,Thursday,10
10607,2023-01-19,10:32:51,1,5,Lower Manhattan,56,2.55,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg,2023,January,Thursday,10
10608,2023-01-19,10:34:03,1,3,Astoria,58,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate Rg,2023,January,Thursday,10
10609,2023-01-19,10:34:04,2,3,Astoria,40,3.75,Coffee,Barista Espresso,Cappuccino,2023,January,Thursday,10
10610,2023-01-19,10:34:04,2,3,Astoria,63,0.8,Flavours,Regular syrup,Carmel syrup,2023,January,Thursday,10
10611,2023-01-19,10:34:04,1,3,Astoria,20,7.6,Packaged Chocolate,Organic Chocolate,Sustainably Grown Organic,2023,January,Thursday,10
10612,2023-01-19,10:36:20,2,3,Astoria,41,4.25,Coffee,Barista Espresso,Cappuccino Lg,2023,January,Thursday,10
10613,2023-01-19,10:36:20,1,3,Astoria,84,0.8,Flavours,Regular syrup,Chocolate syrup,2023,January,Thursday,10
10614,2023-01-19,10:36:20,1,3,Astoria,71,3.75,Bakery,Pastry,Chocolate Croissant,2023,January,Thursday,10
10615,2023-01-19,10:37:25,1,5,Lower Manhattan,54,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg,2023,January,Thursday,10
10616,2023-01-19,10:37:25,1,5,Lower Manhattan,69,3.25,Bakery,Biscotti,Hazelnut Biscotti,2023,January,Thursday,10
10617,2023-01-19,10:38:07,1,5,Lower Manhattan,41,4.25,Coffee,Barista Espresso,Cappuccino Lg,2023,January,Thursday,10
10618,2023-01-19,10:38:07,1,5,Lower Manhattan,63,0.8,Flavours,Regular syrup,Carmel syrup,2023,January,Thursday,10
10619,2023-01-19,10:39:19,1,3,Astoria,54,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg,2023,January,Thursday,10
10620,2023-01-19,10:39:43,1,8,Hell's Kitchen,24,3.0,Coffee,Drip coffee,Our Old Time Diner Blend Lg,2023,January,Thursday,10
10621,2023-01-19,10:39:43,1,8,Hell's Kitchen,75,3.5,Bakery,Pastry,Croissant,2023,January,Thursday,10
10622,2023-01-19,10:41:35,1,3,Astoria,28,2.0,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm,2023,January,Thursday,10
10623,2023-01-19,10:42:49,2,5,Lower Manhattan,46,2.5,Tea,Brewed Green tea,Serenity Green Tea Rg,2023,January,Thursday,10
10624,2023-01-19,10:42:54,2,8,Hell's Kitchen,42,2.5,Tea,Brewed herbal tea,Lemon Grass Rg,2023,January,Thursday,10
10625,2023-01-19,10:44:40,2,3,Astoria,59,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg,2023,January,Thursday,10
10626,2023-01-19,10:45:43,2,8,Hell's Kitchen,44,2.5,Tea,Brewed herbal tea,Peppermint Rg,2023,January,Thursday,10
10627,2023-01-19,10:45:52,1,3,Astoria,45,3.0,Tea,Brewed herbal tea,Peppermint Lg,2023,January,Thursday,10
10628,2023-01-19,10:45:55,1,8,Hell's Kitchen,50,2.5,Tea,Brewed Black tea,Earl Grey Rg,2023,January,Thursday,10
10629,2023-01-19,10:46:05,2,8,Hell's Kitchen,37,3.0,Coffee,Barista Espresso,Espresso shot,2023,January,Thursday,10
10630,2023-01-19,10:48:43,1,5,Lower Manhattan,50,2.5,Tea,Brewed Black tea,Earl Grey Rg,2023,January,Thursday,10
10631,2023-01-19,10:48:43,1,5,Lower Manhattan,75,3.5,Bakery,Pastry,Croissant,2023,January,Thursday,10
10632,2023-01-19,10:49:20,1,8,Hell's Kitchen,49,3.0,Tea,Brewed Black tea,English Breakfast Lg,2023,January,Thursday,10
10633,2023-01-19,10:49:29,1,3,Astoria,51,3.0,Tea,Brewed Black tea,Earl Grey Lg,2023,January,Thursday,10
10634,2023-01-19,10:49:29,1,3,Astoria,78,4.5,Bakery,Scone,Scottish Cream Scone ,2023,January,Thursday,10
10635,2023-01-19,10:49:36,2,8,Hell's Kitchen,22,2.0,Coffee,Drip coffee,Our Old Time Diner Blend Sm,2023,January,Thursday,10
10636,2023-01-19,10:50:16,1,5,Lower Manhattan,48,2.5,Tea,Brewed Black tea,English Breakfast Rg,2023,January,Thursday,10
10637,2023-01-19,10:51:59,2,3,Astoria,52,2.5,Tea,Brewed Chai tea,Traditional Blend Chai Rg,2023,January,Thursday,10
10638,2023-01-19,10:52:37,2,3,Astoria,33,3.5,Coffee,Gourmet brewed coffee,Ethiopia Lg,2023,January,Thursday,10
10639,2023-01-19,10:52:37,1,3,Astoria,6,21.0,Coffee beans,Gourmet Beans,Ethiopia,2023,January,Thursday,10
10640,2023-01-19,10:53:06,2,5,Lower Manhattan,52,2.5,Tea,Brewed Chai tea,Traditional Blend Chai Rg,2023,January,Thursday,10
10641,2023-01-19,10:53:38,1,3,Astoria,25,2.2,Coffee,Organic brewed coffee,Brazilian Sm,2023,January,Thursday,10
10642,2023-01-19,10:57:23,2,5,Lower Manhattan,60,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg,2023,January,Thursday,10
10643,2023-01-19,10:58:58,2,3,Astoria,31,2.2,Coffee,Gourmet brewed coffee,Ethiopia Sm,2023,January,Thursday,10
10644,2023-01-19,10:59:11,2,5,Lower Manhattan,87,3.0,Coffee,Barista Espresso,Ouro Brasileiro shot,2023,January,Thursday,10
10645,2023-01-19,10:59:12,2,8,Hell's Kitchen,25,2.2,Coffee,Organic brewed coffee,Brazilian Sm,2023,January,Thursday,10
10646,2023-01-19,10:59:17,2,8,Hell's Kitchen,31,2.2,Coffee,Gourmet brewed coffee,Ethiopia Sm,2023,January,Thursday,10
10647,2023-01-19,10:59:17,1,8,Hell's Kitchen,79,3.75,Bakery,Scone,Jumbo Savory Scone,2023,January,Thursday,10
10648,2023-01-19,10:59:44,2,8,Hell's Kitchen,44,2.5,Tea,Brewed herbal tea,Peppermint Rg,2023,January,Thursday,10
10649,2023-01-19,11:00:53,1,8,Hell's Kitchen,57,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,2023,January,Thursday,11
10650,2023-01-19,11:04:58,1,3,Astoria,36,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River Lg,2023,January,Thursday,11
10651,2023-01-19,11:04:58,1,3,Astoria,81,28.0,Branded,Clothing,I Need My Bean! T-shirt,2023,January,Thursday,11
10652,2023-01-19,11:06:31,1,5,Lower Manhattan,56,2.55,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg,2023,January,Thursday,11
10653,2023-01-19,11:06:51,1,8,Hell's Kitchen,58,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate Rg,2023,January,Thursday,11
10654,2023-01-19,11:06:53,2,8,Hell's Kitchen,39,4.25,Coffee,Barista Espresso,Latte Rg,2023,January,Thursday,11
10655,2023-01-19,11:06:53,1,8,Hell's Kitchen,64,0.8,Flavours,Regular syrup,Hazelnut syrup,2023,January,Thursday,11
10656,2023-01-19,11:06:53,1,8,Hell's Kitchen,76,3.5,Bakery,Biscotti,Chocolate Chip Biscotti,2023,January,Thursday,11
10657,2023-01-19,11:10:16,2,8,Hell's Kitchen,50,2.5,Tea,Brewed Black tea,Earl Grey Rg,2023,January,Thursday,11
10658,2023-01-19,11:17:40,2,5,Lower Manhattan,31,2.2,Coffee,Gourmet brewed coffee,Ethiopia Sm,2023,January,Thursday,11
10659,2023-01-19,11:18:34,1,5,Lower Manhattan,32,3.0,Coffee,Gourmet brewed coffee,Ethiopia Rg,2023,January,Thursday,11
10660,2023-01-19,11:18:37,1,5,Lower Manhattan,33,3.5,Coffee,Gourmet brewed coffee,Ethiopia Lg,2023,January,Thursday,11
10661,2023-01-19,11:18:37,1,5,Lower Manhattan,74,3.5,Bakery,Biscotti,Ginger Biscotti,2023,January,Thursday,11
10662,2023-01-19,11:22:37,1,8,Hell's Kitchen,43,3.0,Tea,Brewed herbal tea,Lemon Grass Lg,2023,January,Thursday,11
10663,2023-01-19,11:22:37,1,8,Hell's Kitchen,74,3.5,Bakery,Biscotti,Ginger Biscotti,2023,January,Thursday,11
10664,2023-01-19,11:23:46,2,8,Hell's Kitchen,30,3.0,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg,2023,January,Thursday,11
10665,2023-01-19,11:23:57,1,5,Lower Manhattan,37,3.0,Coffee,Barista Espresso,Espresso shot,2023,January,Thursday,11
10666,2023-01-19,11:23:57,2,5,Lower Manhattan,65,0.8,Flavours,Sugar free syrup,Sugar Free Vanilla syrup,2023,January,Thursday,11
10667,2023-01-19,11:24:08,1,5,Lower Manhattan,49,3.0,Tea,Brewed Black tea,English Breakfast Lg,2023,January,Thursday,11
10668,2023-01-19,11:25:12,2,5,Lower Manhattan,59,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg,2023,January,Thursday,11
10669,2023-01-19,11:25:12,1,5,Lower Manhattan,77,3.0,Bakery,Scone,Oatmeal Scone,2023,January,Thursday,11
10670,2023-01-19,11:25:25,2,5,Lower Manhattan,31,2.2,Coffee,Gourmet brewed coffee,Ethiopia Sm,2023,January,Thursday,11
10671,2023-01-19,11:27:51,2,5,Lower Manhattan,48,2.5,Tea,Brewed Black tea,English Breakfast Rg,2023,January,Thursday,11
10672,2023-01-19,11:29:29,2,3,Astoria,35,3.1,Coffee,Premium brewed coffee,Jamaican Coffee River Rg,2023,January,Thursday,11
10673,2023-01-19,11:29:32,1,8,Hell's Kitchen,37,3.0,Coffee,Barista Espresso,Espresso shot,2023,January,Thursday,11
10674,2023-01-19,11:32:19,2,8,Hell's Kitchen,43,3.0,Tea,Brewed herbal tea,Lemon Grass Lg,2023,January,Thursday,11
10675,2023-01-19,11:37:02,1,5,Lower Manhattan,29,2.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg,2023,January,Thursday,11
10676,2023-01-19,11:37:02,1,5,Lower Manhattan,71,3.75,Bakery,Pastry,Chocolate Croissant,2023,January,Thursday,11
10677,2023-01-19,11:37:58,1,3,Astoria,56,2.55,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg,2023,January,Thursday,11
10678,2023-01-19,11:50:28,2,3,Astoria,29,2.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg,2023,January,Thursday,11
10679,2023-01-19,11:57:48,2,3,Astoria,51,3.0,Tea,Brewed Black tea,Earl Grey Lg,2023,January,Thursday,11
10680,2023-01-19,11:57:48,1,3,Astoria,79,3.75,Bakery,Scone,Jumbo Savory Scone,2023,January,Thursday,11
10681,2023-01-19,12:00:20,1,3,Astoria,23,2.5,Coffee,Drip coffee,Our Old Time Diner Blend Rg,2023,January,Thursday,12
10682,2023-01-19,12:06:07,2,3,Astoria,42,2.5,Tea,Brewed herbal tea,Lemon Grass Rg,2023,January,Thursday,12
10683,2023-01-19,12:07:26,1,8,Hell's Kitchen,52,2.5,Tea,Brewed Chai tea,Traditional Blend Chai Rg,2023,January,Thursday,12
10684,2023-01-19,12:09:03,2,5,Lower Manhattan,60,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg,2023,January,Thursday,12
10685,2023-01-19,12:11:52,1,8,Hell's Kitchen,31,2.2,Coffee,Gourmet brewed coffee,Ethiopia Sm,2023,January,Thursday,12
10686,2023-01-19,12:11:52,1,8,Hell's Kitchen,14,8.95,Loose Tea,Black tea,Earl Grey,2023,January,Thursday,12
10687,2023-01-19,12:16:04,1,5,Lower Manhattan,41,4.25,Coffee,Barista Espresso,Cappuccino Lg,2023,January,Thursday,12
10688,2023-01-19,12:16:04,1,5,Lower Manhattan,84,0.8,Flavours,Regular syrup,Chocolate syrup,2023,January,Thursday,12
10689,2023-01-19,12:17:17,2,5,Lower Manhattan,24,3.0,Coffee,Drip coffee,Our Old Time Diner Blend Lg,2023,January,Thursday,12
10690,2023-01-19,12:17:21,2,3,Astoria,24,3.0,Coffee,Drip coffee,Our Old Time Diner Blend Lg,2023,January,Thursday,12
10691,2023-01-19,12:19:04,1,3,Astoria,29,2.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg,2023,January,Thursday,12
10692,2023-01-19,12:21:38,1,5,Lower Manhattan,59,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg,2023,January,Thursday,12
10693,2023-01-19,12:21:38,1,5,Lower Manhattan,79,3.75,Bakery,Scone,Jumbo Savory Scone,2023,January,Thursday,12
10694,2023-01-19,12:24:35,1,3,Astoria,53,3.0,Tea,Brewed Chai tea,Traditional Blend Chai Lg,2023,January,Thursday,12
10695,2023-01-19,12:26:39,2,5,Lower Manhattan,41,4.25,Coffee,Barista Espresso,Cappuccino Lg,2023,January,Thursday,12
10696,2023-01-19,12:26:39,1,5,Lower Manhattan,84,0.8,Flavours,Regular syrup,Chocolate syrup,2023,January,Thursday,12
10697,2023-01-19,12:27:58,1,8,Hell's Kitchen,39,4.25,Coffee,Barista Espresso,Latte Rg,2023,January,Thursday,12
10698,2023-01-19,12:27:58,1,8,Hell's Kitchen,65,0.8,Flavours,Sugar free syrup,Sugar Free Vanilla syrup,2023,January,Thursday,12
10699,2023-01-19,12:30:01,2,8,Hell's Kitchen,49,3.0,Tea,Brewed Black tea,English Breakfast Lg,2023,January,Thursday,12
10700,2023-01-19,12:32:20,2,3,Astoria,24,3.0,Coffee,Drip coffee,Our Old Time Diner Blend Lg,2023,January,Thursday,12
10701,2023-01-19,12:32:24,2,8,Hell's Kitchen,48,2.5,Tea,Brewed Black tea,English Breakfast Rg,2023,January,Thursday,12
10702,2023-01-19,12:32:49,1,5,Lower Manhattan,33,3.5,Coffee,Gourmet brewed coffee,Ethiopia Lg,2023,January,Thursday,12
10703,2023-01-19,12:32:49,1,5,Lower Manhattan,69,3.25,Bakery,Biscotti,Hazelnut Biscotti,2023,January,Thursday,12
10704,2023-01-19,12:33:40,1,3,Astoria,26,3.0,Coffee,Organic brewed coffee,Brazilian Rg,2023,January,Thursday,12
10705,2023-01-19,12:35:54,2,8,Hell's Kitchen,56,2.55,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg,2023,January,Thursday,12
10706,2023-01-19,12:41:33,2,5,Lower Manhattan,47,3.0,Tea,Brewed Green tea,Serenity Green Tea Lg,2023,January,Thursday,12
10707,2023-01-19,12:42:03,1,8,Hell's Kitchen,24,3.0,Coffee,Drip coffee,Our Old Time Diner Blend Lg,2023,January,Thursday,12
10708,2023-01-19,12:45:25,2,5,Lower Manhattan,30,3.0,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg,2023,January,Thursday,12
10709,2023-01-19,12:48:09,1,5,Lower Manhattan,52,2.5,Tea,Brewed Chai tea,Traditional Blend Chai Rg,2023,January,Thursday,12
10710,2023-01-19,12:48:09,1,5,Lower Manhattan,70,3.25,Bakery,Scone,Cranberry Scone,2023,January,Thursday,12
10711,2023-01-19,12:49:46,2,8,Hell's Kitchen,22,2.0,Coffee,Drip coffee,Our Old Time Diner Blend Sm,2023,January,Thursday,12
10712,2023-01-19,12:51:25,2,5,Lower Manhattan,35,3.1,Coffee,Premium brewed coffee,Jamaican Coffee River Rg,2023,January,Thursday,12
10713,2023-01-19,12:59:08,1,5,Lower Manhattan,47,3.0,Tea,Brewed Green tea,Serenity Green Tea Lg,2023,January,Thursday,12
10714,2023-01-19,13:00:08,1,3,Astoria,36,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River Lg,2023,January,Thursday,13
10715,2023-01-19,13:01:03,2,3,Astoria,46,2.5,Tea,Brewed Green tea,Serenity Green Tea Rg,2023,January,Thursday,13
10716,2023-01-19,13:10:23,2,3,Astoria,32,3.0,Coffee,Gourmet brewed coffee,Ethiopia Rg,2023,January,Thursday,13
10717,2023-01-19,13:20:58,1,5,Lower Manhattan,58,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate Rg,2023,January,Thursday,13
10718,2023-01-19,13:20:58,1,5,Lower Manhattan,82,12.0,Branded,Housewares,I Need My Bean! Diner mug,2023,January,Thursday,13
10719,2023-01-19,13:24:34,1,5,Lower Manhattan,29,2.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg,2023,January,Thursday,13
10720,2023-01-19,13:26:44,2,5,Lower Manhattan,27,3.5,Coffee,Organic brewed coffee,Brazilian Lg,2023,January,Thursday,13
10721,2023-01-19,13:28:02,2,3,Astoria,48,2.5,Tea,Brewed Black tea,English Breakfast Rg,2023,January,Thursday,13
10722,2023-01-19,13:28:05,1,5,Lower Manhattan,59,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg,2023,January,Thursday,13
10723,2023-01-19,13:34:47,1,3,Astoria,44,2.5,Tea,Brewed herbal tea,Peppermint Rg,2023,January,Thursday,13
10724,2023-01-19,13:35:29,1,5,Lower Manhattan,47,3.0,Tea,Brewed Green tea,Serenity Green Tea Lg,2023,January,Thursday,13
10725,2023-01-19,13:36:12,2,5,Lower Manhattan,26,3.0,Coffee,Organic brewed coffee,Brazilian Rg,2023,January,Thursday,13
10726,2023-01-19,13:37:40,1,5,Lower Manhattan,31,2.2,Coffee,Gourmet brewed coffee,Ethiopia Sm,2023,January,Thursday,13
10727,2023-01-19,13:38:39,1,8,Hell's Kitchen,31,2.2,Coffee,Gourmet brewed coffee,Ethiopia Sm,2023,January,Thursday,13
10728,2023-01-19,13:42:09,1,5,Lower Manhattan,29,2.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg,2023,January,Thursday,13
10729,2023-01-19,13:44:18,2,3,Astoria,51,3.0,Tea,Brewed Black tea,Earl Grey Lg,2023,January,Thursday,13
10730,2023-01-19,13:46:14,1,3,Astoria,49,3.0,Tea,Brewed Black tea,English Breakfast Lg,2023,January,Thursday,13
10731,2023-01-19,13:53:10,1,8,Hell's Kitchen,87,3.0,Coffee,Barista Espresso,Ouro Brasileiro shot,2023,January,Thursday,13
10732,2023-01-19,13:53:30,1,3,Astoria,55,4.0,Tea,Brewed Chai tea,Morning Sunrise Chai Lg,2023,January,Thursday,13
10733,2023-01-19,14:01:44,2,3,Astoria,32,3.0,Coffee,Gourmet brewed coffee,Ethiopia Rg,2023,January,Thursday,14
10734,2023-01-19,14:03:14,2,3,Astoria,30,3.0,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg,2023,January,Thursday,14
10735,2023-01-19,14:05:45,1,8,Hell's Kitchen,46,2.5,Tea,Brewed Green tea,Serenity Green Tea Rg,2023,January,Thursday,14
10736,2023-01-19,14:07:04,1,3,Astoria,30,3.0,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg,2023,January,Thursday,14
10737,2023-01-19,14:12:04,1,5,Lower Manhattan,40,3.75,Coffee,Barista Espresso,Cappuccino,2023,January,Thursday,14
10738,2023-01-19,14:12:04,1,5,Lower Manhattan,64,0.8,Flavours,Regular syrup,Hazelnut syrup,2023,January,Thursday,14
10739,2023-01-19,14:14:42,1,5,Lower Manhattan,40,3.75,Coffee,Barista Espresso,Cappuccino,2023,January,Thursday,14
10740,2023-01-19,14:14:42,2,5,Lower Manhattan,63,0.8,Flavours,Regular syrup,Carmel syrup,2023,January,Thursday,14
10741,2023-01-19,14:19:18,2,8,Hell's Kitchen,33,3.5,Coffee,Gourmet brewed coffee,Ethiopia Lg,2023,January,Thursday,14
10742,2023-01-19,14:19:51,2,5,Lower Manhattan,24,3.0,Coffee,Drip coffee,Our Old Time Diner Blend Lg,2023,January,Thursday,14
10743,2023-01-19,14:20:43,1,8,Hell's Kitchen,56,2.55,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg,2023,January,Thursday,14
10744,2023-01-19,14:21:46,2,3,Astoria,44,2.5,Tea,Brewed herbal tea,Peppermint Rg,2023,January,Thursday,14
10745,2023-01-19,14:21:55,2,8,Hell's Kitchen,41,4.25,Coffee,Barista Espresso,Cappuccino Lg,2023,January,Thursday,14
10746,2023-01-19,14:22:57,1,8,Hell's Kitchen,87,2.1,Coffee,Barista Espresso,Ouro Brasileiro shot,2023,January,Thursday,14
10747,2023-01-19,14:22:57,1,8,Hell's Kitchen,72,3.25,Bakery,Scone,Ginger Scone,2023,January,Thursday,14
10748,2023-01-19,14:33:19,1,3,Astoria,37,3.0,Coffee,Barista Espresso,Espresso shot,2023,January,Thursday,14
10749,2023-01-19,14:38:47,2,3,Astoria,33,3.5,Coffee,Gourmet brewed coffee,Ethiopia Lg,2023,January,Thursday,14
10750,2023-01-19,14:38:47,1,3,Astoria,76,3.5,Bakery,Biscotti,Chocolate Chip Biscotti,2023,January,Thursday,14
10751,2023-01-19,14:43:14,1,8,Hell's Kitchen,87,2.1,Coffee,Barista Espresso,Ouro Brasileiro shot,2023,January,Thursday,14
10752,2023-01-19,14:43:14,1,8,Hell's Kitchen,72,3.25,Bakery,Scone,Ginger Scone,2023,January,Thursday,14
10753,2023-01-19,14:44:36,1,3,Astoria,53,3.0,Tea,Brewed Chai tea,Traditional Blend Chai Lg,2023,January,Thursday,14
10754,2023-01-19,14:47:43,2,5,Lower Manhattan,51,3.0,Tea,Brewed Black tea,Earl Grey Lg,2023,January,Thursday,14
10755,2023-01-19,14:48:27,1,3,Astoria,49,3.0,Tea,Brewed Black tea,English Breakfast Lg,2023,January,Thursday,14
10756,2023-01-19,14:55:48,1,8,Hell's Kitchen,87,2.1,Coffee,Barista Espresso,Ouro Brasileiro shot,2023,January,Thursday,14
10757,2023-01-19,14:55:48,1,8,Hell's Kitchen,72,3.25,Bakery,Scone,Ginger Scone,2023,January,Thursday,14
10758,2023-01-19,14:55:50,2,8,Hell's Kitchen,44,2.5,Tea,Brewed herbal tea,Peppermint Rg,2023,January,Thursday,14
10759,2023-01-19,15:00:09,1,3,Astoria,45,3.0,Tea,Brewed herbal tea,Peppermint Lg,2023,January,Thursday,15
10760,2023-01-19,15:00:09,1,3,Astoria,77,3.0,Bakery,Scone,Oatmeal Scone,2023,January,Thursday,15
10761,2023-01-19,15:02:37,1,5,Lower Manhattan,28,2.0,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm,2023,January,Thursday,15
10762,2023-01-19,15:02:44,1,8,Hell's Kitchen,60,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg,2023,January,Thursday,15
10763,2023-01-19,15:04:26,1,5,Lower Manhattan,37,3.0,Coffee,Barista Espresso,Espresso shot,2023,January,Thursday,15
10764,2023-01-19,15:04:26,1,5,Lower Manhattan,64,0.8,Flavours,Regular syrup,Hazelnut syrup,2023,January,Thursday,15
10765,2023-01-19,15:06:54,1,8,Hell's Kitchen,38,3.75,Coffee,Barista Espresso,Latte,2023,January,Thursday,15
10766,2023-01-19,15:06:54,1,8,Hell's Kitchen,84,0.8,Flavours,Regular syrup,Chocolate syrup,2023,January,Thursday,15
10767,2023-01-19,15:09:47,1,5,Lower Manhattan,31,2.2,Coffee,Gourmet brewed coffee,Ethiopia Sm,2023,January,Thursday,15
10768,2023-01-19,15:15:29,1,5,Lower Manhattan,59,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg,2023,January,Thursday,15
10769,2023-01-19,15:18:36,1,5,Lower Manhattan,36,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River Lg,2023,January,Thursday,15
10770,2023-01-19,15:18:36,1,5,Lower Manhattan,1,18.0,Coffee beans,Organic Beans,Brazilian - Organic,2023,January,Thursday,15
10771,2023-01-19,15:21:26,2,3,Astoria,60,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg,2023,January,Thursday,15
10772,2023-01-19,15:21:40,1,5,Lower Manhattan,32,3.0,Coffee,Gourmet brewed coffee,Ethiopia Rg,2023,January,Thursday,15
10773,2023-01-19,15:21:40,1,5,Lower Manhattan,4,20.45,Coffee beans,Espresso Beans,Primo Espresso Roast,2023,January,Thursday,15
10774,2023-01-19,15:33:29,2,8,Hell's Kitchen,51,3.0,Tea,Brewed Black tea,Earl Grey Lg,2023,January,Thursday,15
10775,2023-01-19,15:33:31,2,5,Lower Manhattan,42,2.5,Tea,Brewed herbal tea,Lemon Grass Rg,2023,January,Thursday,15
10776,2023-01-19,15:34:18,1,8,Hell's Kitchen,43,3.0,Tea,Brewed herbal tea,Lemon Grass Lg,2023,January,Thursday,15
10777,2023-01-19,15:34:45,1,8,Hell's Kitchen,56,2.55,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg,2023,January,Thursday,15
10778,2023-01-19,15:36:12,1,8,Hell's Kitchen,54,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg,2023,January,Thursday,15
10779,2023-01-19,15:36:19,2,8,Hell's Kitchen,61,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,2023,January,Thursday,15
10780,2023-01-19,15:37:03,2,3,Astoria,41,4.25,Coffee,Barista Espresso,Cappuccino Lg,2023,January,Thursday,15
10781,2023-01-19,15:37:03,2,3,Astoria,84,0.8,Flavours,Regular syrup,Chocolate syrup,2023,January,Thursday,15
10782,2023-01-19,15:40:49,1,5,Lower Manhattan,22,2.0,Coffee,Drip coffee,Our Old Time Diner Blend Sm,2023,January,Thursday,15
10783,2023-01-19,15:44:13,1,5,Lower Manhattan,36,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River Lg,2023,January,Thursday,15
10784,2023-01-19,15:49:48,1,5,Lower Manhattan,57,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,2023,January,Thursday,15
10785,2023-01-19,15:52:14,2,8,Hell's Kitchen,50,2.5,Tea,Brewed Black tea,Earl Grey Rg,2023,January,Thursday,15
10786,2023-01-19,15:56:04,2,3,Astoria,38,3.75,Coffee,Barista Espresso,Latte,2023,January,Thursday,15
10787,2023-01-19,15:56:44,2,8,Hell's Kitchen,57,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,2023,January,Thursday,15
10788,2023-01-19,16:00:15,2,8,Hell's Kitchen,30,3.0,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg,2023,January,Thursday,16
